cow_id,breed,rumination_time,avg_lameness,estrus_sign,estrus_status,ax,ay,az,gx,gy,gz,step_count,health_status,label
cow_20,Cross Breed,462,1.98,none,not_in_estrus,-0.59,-0.1,0.04,-1.38,1.6,-0.71,5,healthy,healthy_not_in_estrus
cow_9,Normal Breed,408,4.33,mounting_others,in_estrus,-0.36,-1.51,0.29,-8.66,-0.88,-0.51,33,unhealthy,unhealthy_in_estrus
cow_19,Cross Breed,375,1.81,standing_mount,in_estrus,-0.23,-0.78,-1.11,-3.37,1.92,3.79,23,healthy,healthy_in_estrus
cow_2,Cross Breed,139,0.66,none,not_in_estrus,0.64,0.14,-1.03,-1.24,0.93,-0.27,8,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,489,3.6,restless,in_estrus,0.4,1.16,-2.46,0.88,-0.86,1.93,30,unhealthy,unhealthy_in_estrus
cow_16,Normal Breed,442,2.56,none,not_in_estrus,-0.43,0.6,0,-3.52,1.48,0.04,7,unhealthy,unhealthy_not_in_estrus
cow_13,Cross Breed,400,2.46,restless,in_estrus,-0.74,-0.56,-0.47,-6.19,-2.3,-6.2,24,unhealthy,unhealthy_in_estrus
cow_7,Cross Breed,508,3.5,none,not_in_estrus,-0.15,0.55,-0.21,-0.79,0.66,-0.9,5,unhealthy,unhealthy_not_in_estrus
cow_8,Normal Breed,447,0.56,none,not_in_estrus,0.7,0.34,-0.88,-2.51,-1.46,0.26,8,healthy,healthy_not_in_estrus
cow_2,Normal Breed,421,2.41,bellowing,in_estrus,-0.23,-0.12,2.12,-3.51,6.6,3.11,31,unhealthy,unhealthy_in_estrus
cow_13,Cross Breed,481,3.42,none,not_in_estrus,0.55,-0.6,0.02,0.07,0.01,-0.73,8,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,265,1.17,none,not_in_estrus,-0.17,-0.22,-0.02,1.04,1.82,0.74,7,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,459,0.62,none,not_in_estrus,0.13,-0.61,-0.97,2.05,1.57,2.93,7,healthy,healthy_not_in_estrus
cow_3,Normal Breed,236,1.21,mounting_others,in_estrus,0.43,-0.86,-0.04,3.53,-2.87,0.75,31,unhealthy,unhealthy_in_estrus
cow_14,Cross Breed,502,1.29,none,not_in_estrus,-0.3,0.38,-0.31,0.15,1.02,2.25,5,healthy,healthy_not_in_estrus
cow_2,Cross Breed,466,0.63,none,not_in_estrus,0.57,-0.25,-0.3,-2.39,-3.14,-1.96,10,healthy,healthy_not_in_estrus
cow_9,Normal Breed,494,0.88,none,not_in_estrus,0.04,-0.03,0.03,0.72,1.43,-0.38,7,healthy,healthy_not_in_estrus
cow_16,Normal Breed,476,1.73,standing_mount,in_estrus,-0.15,0.71,-1.22,-3.43,-3.02,-9.27,21,healthy,healthy_in_estrus
cow_12,Cross Breed,345,0.93,restless,in_estrus,0.71,3.84,-0.33,-16.48,-7.25,-2.61,30,unhealthy,unhealthy_in_estrus
cow_5,Cross Breed,433,4.35,none,not_in_estrus,0.39,0.01,-0.29,-2.98,0.98,1.55,10,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,268,1.26,none,not_in_estrus,0.71,-0.22,-0.08,-0.46,-2.9,-1.47,8,unhealthy,unhealthy_not_in_estrus
cow_10,Cross Breed,546,1.87,none,not_in_estrus,0.13,0.24,0.48,0.41,-0.54,2.44,5,healthy,healthy_not_in_estrus
cow_8,Normal Breed,482,0.95,restless,in_estrus,0.6,-0.45,1.56,2.02,1.03,1.26,21,healthy,healthy_in_estrus
cow_4,Cross Breed,434,1.15,none,not_in_estrus,-0.04,0.12,0.29,0.03,0.15,3.86,6,healthy,healthy_not_in_estrus
cow_3,Cross Breed,481,1.83,none,not_in_estrus,-0.48,0.45,-0.58,2.85,2.44,1.73,8,healthy,healthy_not_in_estrus
cow_11,Normal Breed,100,1.41,none,not_in_estrus,0.13,-0.52,-1.01,0.89,0.07,-0.64,8,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,80,0.66,bellowing,in_estrus,1.02,-0.4,-1.2,-6.63,-4.7,-2.21,40,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,491,1.74,none,not_in_estrus,-0.35,-0.7,0.44,1.5,0.89,0.49,5,healthy,healthy_not_in_estrus
cow_13,Cross Breed,551,4.18,bellowing,in_estrus,-0.52,-1.46,-2.99,-4.65,-5.13,-1.48,26,unhealthy,unhealthy_in_estrus
cow_6,Cross Breed,456,1.38,restless,in_estrus,-0.44,0.28,-0.71,-1.38,2.06,-1.57,35,healthy,healthy_in_estrus
cow_13,Cross Breed,516,3.67,restless,in_estrus,-3.07,-1.36,0.82,2.71,-5.59,0.38,26,unhealthy,unhealthy_in_estrus
cow_15,Cross Breed,341,0.56,restless,in_estrus,0.15,0.04,0.14,-1.55,-0.3,-1.97,20,unhealthy,unhealthy_in_estrus
cow_11,Normal Breed,448,1.63,mounting_others,in_estrus,-0.94,-1.41,-0.81,6.02,9.73,5.69,33,healthy,healthy_in_estrus
cow_1,Normal Breed,437,0.59,standing_mount,in_estrus,-0.31,-0.76,0.79,-3.42,2.39,-10.86,25,healthy,healthy_in_estrus
cow_2,Cross Breed,261,1.6,none,not_in_estrus,0.07,0.04,-0.51,-1.26,-4.29,0.62,5,unhealthy,unhealthy_not_in_estrus
cow_1,Cross Breed,514,4.24,none,not_in_estrus,0.13,0.47,0.8,-1.39,-0.28,0.57,7,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,488,3.99,mounting_others,in_estrus,1.91,-0.6,0.73,1.21,-3.34,2.19,22,unhealthy,unhealthy_in_estrus
cow_2,Cross Breed,94,1.77,standing_mount,in_estrus,-3.19,-1.11,0.98,0.77,2.5,-3.08,29,unhealthy,unhealthy_in_estrus
cow_2,Cross Breed,464,1.49,standing_mount,in_estrus,-0.21,0.86,1.16,-6.24,-3.24,-0.37,26,healthy,healthy_in_estrus
cow_2,Cross Breed,303,0.86,none,not_in_estrus,-1.03,-0.3,0.52,-0.1,2.42,3.13,8,unhealthy,unhealthy_not_in_estrus
cow_4,Cross Breed,576,0.92,none,not_in_estrus,-0.1,-0.44,-0.14,-4.82,0.9,-0.55,7,healthy,healthy_not_in_estrus
cow_13,Normal Breed,443,0.63,standing_mount,in_estrus,0.18,1.9,-1.5,-3.63,2.02,6.83,31,healthy,healthy_in_estrus
cow_20,Normal Breed,142,0.92,restless,in_estrus,0.72,-1.46,-0.46,-0.2,-5.01,1.93,37,unhealthy,unhealthy_in_estrus
cow_12,Normal Breed,462,1.81,mounting_others,in_estrus,1.23,-0.42,0.87,7.82,4.53,5.44,20,healthy,healthy_in_estrus
cow_8,Normal Breed,437,0.87,none,not_in_estrus,-0.16,0.33,-0.55,0.5,3.45,0.25,10,healthy,healthy_not_in_estrus
cow_9,Normal Breed,269,1.21,none,not_in_estrus,-0.5,-0.03,0.3,1.26,-0.75,0.85,8,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,408,3.65,bellowing,in_estrus,2.45,-0.93,-0.3,-0.47,4.82,6.35,30,unhealthy,unhealthy_in_estrus
cow_9,Cross Breed,411,1.78,none,not_in_estrus,-1.04,-0.62,-0.01,-1.17,-1.2,-0.98,10,healthy,healthy_not_in_estrus
cow_3,Cross Breed,457,3.04,none,not_in_estrus,-0.35,0.1,0.45,-4.23,-0.56,-0.66,6,unhealthy,unhealthy_not_in_estrus
cow_3,Cross Breed,195,0.85,none,not_in_estrus,-0.13,-0.16,0.24,2.02,0.72,-1.56,5,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,110,0.61,none,not_in_estrus,0,0.33,0.29,-1.93,-1.98,0.3,8,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,526,3.27,none,not_in_estrus,-0.07,-0.7,0.01,1,0.31,1.72,6,unhealthy,unhealthy_not_in_estrus
cow_5,Normal Breed,242,1.65,none,not_in_estrus,-0.54,-0.32,1.35,1.69,3.98,-0.79,10,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,281,1.11,none,not_in_estrus,0.32,0.56,0.16,-0.48,0.82,0.69,5,unhealthy,unhealthy_not_in_estrus
cow_5,Normal Breed,461,1.12,none,not_in_estrus,0.01,0.18,-0.25,2.83,-0.66,1.31,5,healthy,healthy_not_in_estrus
cow_19,Normal Breed,476,3.95,none,not_in_estrus,0.69,0.41,-0.18,-2.8,-0.41,0.92,5,unhealthy,unhealthy_not_in_estrus
cow_1,Normal Breed,468,0.62,none,not_in_estrus,1.13,0.61,-0.1,2.07,1.14,0.41,10,healthy,healthy_not_in_estrus
cow_4,Cross Breed,474,4.77,standing_mount,in_estrus,-0.37,2.08,0.22,-5.93,-2.04,-2.86,28,unhealthy,unhealthy_in_estrus
cow_3,Normal Breed,574,4.38,standing_mount,in_estrus,-1.7,0.46,-1.53,-0.35,0.75,0.24,27,unhealthy,unhealthy_in_estrus
cow_19,Normal Breed,152,1.31,restless,in_estrus,-0.3,-0.27,0.61,3.63,4.39,-0.93,23,unhealthy,unhealthy_in_estrus
cow_18,Normal Breed,492,4.62,none,not_in_estrus,-0.37,-0.62,0.13,-2.63,-0.68,-3.12,5,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,87,0.5,standing_mount,in_estrus,-0.34,-1.53,-3.17,-7.4,-1.45,-0.89,34,unhealthy,unhealthy_in_estrus
cow_19,Cross Breed,431,1.98,mounting_others,in_estrus,-1.31,-2.53,-1.46,1.55,-0.18,-4.5,35,healthy,healthy_in_estrus
cow_16,Normal Breed,382,1.92,restless,in_estrus,-1.77,-0.56,0.2,-1.29,-5.49,-8.56,24,healthy,healthy_in_estrus
cow_14,Cross Breed,357,1.68,standing_mount,in_estrus,0.02,-1.09,0.88,0.43,-3.55,-5.67,22,healthy,healthy_in_estrus
cow_3,Normal Breed,576,0.9,none,not_in_estrus,0.02,0.16,-0.32,0.89,-2.63,-0.66,8,healthy,healthy_not_in_estrus
cow_11,Cross Breed,193,0.83,mounting_others,in_estrus,3.06,2.14,-1.05,-1.9,-1.02,0.96,40,unhealthy,unhealthy_in_estrus
cow_11,Cross Breed,456,1.24,none,not_in_estrus,-0.8,0.59,-0.61,0.09,1.18,-1.39,7,healthy,healthy_not_in_estrus
cow_13,Normal Breed,506,1.18,standing_mount,in_estrus,-0.32,0.33,-0.67,4.86,0.52,-4.77,39,healthy,healthy_in_estrus
cow_16,Normal Breed,589,0.54,none,not_in_estrus,-0.5,-0.45,-0.29,-2.25,-0.75,1.27,8,healthy,healthy_not_in_estrus
cow_14,Cross Breed,434,1.82,none,not_in_estrus,1.3,-0.06,0.28,0.78,-0.1,2.66,8,healthy,healthy_not_in_estrus
cow_8,Normal Breed,513,1,mounting_others,in_estrus,1.12,3.48,0.5,-1.22,-1.06,0.95,38,healthy,healthy_in_estrus
cow_20,Cross Breed,451,1.23,mounting_others,in_estrus,2.78,0.78,0.31,-2.63,9.9,6.36,26,healthy,healthy_in_estrus
cow_1,Cross Breed,556,4.73,none,not_in_estrus,-1.08,-0.13,0.54,0.15,0.18,-0.68,6,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,552,4.68,none,not_in_estrus,0.31,-0.81,-0.15,0.64,-0.11,-1.07,8,unhealthy,unhealthy_not_in_estrus
cow_2,Normal Breed,406,2.88,bellowing,in_estrus,-1.69,0.19,1.82,2.64,2.89,-11.75,40,unhealthy,unhealthy_in_estrus
cow_10,Cross Breed,559,1.01,none,not_in_estrus,0.55,0,-0.7,-1.26,2.16,-2.56,10,healthy,healthy_not_in_estrus
cow_7,Cross Breed,304,1.38,none,not_in_estrus,0.14,-0.3,-0.04,0.57,-1.36,-0.61,10,unhealthy,unhealthy_not_in_estrus
cow_1,Normal Breed,287,0.83,bellowing,in_estrus,1.11,-1.24,0.24,-0.49,-2.98,-5.61,20,unhealthy,unhealthy_in_estrus
cow_5,Normal Breed,399,0.81,restless,in_estrus,-0.08,-0.35,0.02,-2.74,4.55,-3.11,23,healthy,healthy_in_estrus
cow_4,Cross Breed,286,0.63,none,not_in_estrus,-0.09,0.14,-0.11,-3.14,1.31,1.19,10,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,565,1.09,none,not_in_estrus,0.27,-0.09,-0.53,-1.14,-0.9,0.51,10,healthy,healthy_not_in_estrus
cow_10,Normal Breed,518,3.16,none,not_in_estrus,-0.87,0.41,-0.02,0.47,-2.51,-1.36,8,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,449,0.97,none,not_in_estrus,-0.37,0.1,0.22,-0.68,2.02,1.78,5,healthy,healthy_not_in_estrus
cow_7,Normal Breed,426,4.48,none,not_in_estrus,-0.82,-0.08,0.49,1.57,0.5,0.49,5,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,469,1.07,mounting_others,in_estrus,0.58,-0.4,0.19,8.28,8.45,6.39,40,healthy,healthy_in_estrus
cow_16,Normal Breed,499,1.66,none,not_in_estrus,0.3,0.17,-1,0.49,-1.89,2.25,8,healthy,healthy_not_in_estrus
cow_2,Normal Breed,483,4.96,restless,in_estrus,1.44,-1.02,0.09,4.04,-1.83,9.96,30,unhealthy,unhealthy_in_estrus
cow_18,Cross Breed,403,0.57,none,not_in_estrus,1.32,0.15,-0.5,-2.74,-2.75,0.16,10,healthy,healthy_not_in_estrus
cow_16,Cross Breed,504,0.77,restless,in_estrus,-1.07,-1.79,-1.46,3.06,5.35,-5.9,37,healthy,healthy_in_estrus
cow_14,Cross Breed,483,1.8,bellowing,in_estrus,-1.66,-1.65,-1.78,4.13,-0.66,-5.95,36,healthy,healthy_in_estrus
cow_17,Normal Breed,441,0.97,none,not_in_estrus,0.09,0.02,-0.92,2.05,0.06,2.2,7,healthy,healthy_not_in_estrus
cow_10,Normal Breed,417,1.48,none,not_in_estrus,-0.13,0.07,0.48,-0.22,0.63,-3.55,7,healthy,healthy_not_in_estrus
cow_2,Cross Breed,492,0.81,none,not_in_estrus,-0.31,0.27,-0.76,-1.62,-1.13,-0.86,8,healthy,healthy_not_in_estrus
cow_1,Cross Breed,403,1.15,none,not_in_estrus,-0.33,-0.4,-0.16,-2.65,3.22,-0.62,9,healthy,healthy_not_in_estrus
cow_3,Cross Breed,500,2.38,restless,in_estrus,0.55,-1.96,-2.32,-1.56,0.58,-5.78,28,unhealthy,unhealthy_in_estrus
cow_4,Cross Breed,130,1.38,none,not_in_estrus,-0.52,-0.67,0.42,-1.63,1.17,-1.91,5,unhealthy,unhealthy_not_in_estrus
cow_17,Cross Breed,136,0.86,restless,in_estrus,0.72,1.21,-1.58,4.72,-4.44,-0.72,35,unhealthy,unhealthy_in_estrus
cow_18,Normal Breed,563,0.79,none,not_in_estrus,0.15,0.07,0.26,-1.04,-0.23,1.02,10,healthy,healthy_not_in_estrus
cow_1,Normal Breed,486,0.95,standing_mount,in_estrus,-1.83,-0.61,-0.68,8.66,-1.27,0.91,24,healthy,healthy_in_estrus
cow_1,Cross Breed,461,0.75,none,not_in_estrus,1.1,0.15,-0.3,0.98,-0.15,-0.1,9,healthy,healthy_not_in_estrus
cow_13,Normal Breed,488,2.87,none,not_in_estrus,1.04,-1.01,0.29,1.98,-0.99,0.24,10,unhealthy,unhealthy_not_in_estrus
cow_3,Cross Breed,455,1.23,none,not_in_estrus,0.16,-0.11,-0.48,-0.3,0.4,2.67,8,healthy,healthy_not_in_estrus
cow_8,Cross Breed,436,0.65,restless,in_estrus,0.66,-0.28,-0.75,9.83,-2.72,5.83,25,healthy,healthy_in_estrus
cow_13,Cross Breed,505,1.98,none,not_in_estrus,0.23,-0.16,-0.3,-2.23,2.11,0.34,5,healthy,healthy_not_in_estrus
cow_20,Normal Breed,209,1.51,none,not_in_estrus,-0.17,-0.57,0.77,1.19,0.45,0.34,6,unhealthy,unhealthy_not_in_estrus
cow_19,Cross Breed,384,1.18,bellowing,in_estrus,-0.74,-2.62,0.6,-3.01,13.34,-9.15,37,healthy,healthy_in_estrus
cow_19,Normal Breed,434,0.8,none,not_in_estrus,0.29,-0.5,0.37,-2.31,0.91,-0.83,9,healthy,healthy_not_in_estrus
cow_8,Cross Breed,80,1.77,bellowing,in_estrus,0.32,-0.43,-0.37,0.6,4.49,-1.15,21,unhealthy,unhealthy_in_estrus
cow_19,Normal Breed,515,4.39,none,not_in_estrus,-0.23,0.31,0.8,-0.85,0.56,-1.2,8,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,577,3.34,none,not_in_estrus,-0.1,0.02,0.03,1.88,-0.77,2.83,8,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,533,0.72,standing_mount,in_estrus,-1.96,-1.45,-1.45,-1.56,7.06,-2.18,22,healthy,healthy_in_estrus
cow_7,Cross Breed,289,1.58,none,not_in_estrus,-0.67,-0.47,0.01,-1.83,-0.31,1.19,5,unhealthy,unhealthy_not_in_estrus
cow_7,Cross Breed,488,1.09,none,not_in_estrus,-0.77,-0.6,-0.43,0.99,1.21,0.69,5,healthy,healthy_not_in_estrus
cow_3,Cross Breed,445,1.08,restless,in_estrus,2.81,-0.28,-1.1,6.73,1.32,6.65,29,healthy,healthy_in_estrus
cow_10,Cross Breed,576,1.73,none,not_in_estrus,-0.07,0.23,-0.08,0.52,0.23,-0.01,10,healthy,healthy_not_in_estrus
cow_16,Cross Breed,279,1.25,bellowing,in_estrus,0.39,1.18,0.97,2.9,1.91,-5.43,25,unhealthy,unhealthy_in_estrus
cow_9,Cross Breed,545,0.76,bellowing,in_estrus,-1.6,1.53,-3.43,3.23,-1.55,-3.6,29,healthy,healthy_in_estrus
cow_20,Normal Breed,586,2,none,not_in_estrus,-0.32,0.13,-0.03,-1.01,2.33,0.9,5,healthy,healthy_not_in_estrus
cow_10,Cross Breed,101,0.73,standing_mount,in_estrus,-3.15,1.72,0.47,-4.4,0.87,-7.99,28,unhealthy,unhealthy_in_estrus
cow_5,Normal Breed,285,1.74,none,not_in_estrus,-0.17,0.13,0.43,1.18,1.75,-1.54,5,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,406,1.78,none,not_in_estrus,0.2,0.65,0.18,0.09,-0.42,0.58,10,healthy,healthy_not_in_estrus
cow_13,Normal Breed,557,1.48,restless,in_estrus,-0.05,-1.28,1.52,4.88,3.31,-2.64,22,healthy,healthy_in_estrus
cow_7,Normal Breed,388,1.58,mounting_others,in_estrus,-0.41,-0.26,1.91,0.25,-4.81,0.24,23,healthy,healthy_in_estrus
cow_15,Normal Breed,335,1.35,none,not_in_estrus,0.63,-0.76,0.62,0.38,-1.12,0.81,9,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,421,0.59,restless,in_estrus,1.88,-0.2,2.64,4.54,4.01,9.04,29,healthy,healthy_in_estrus
cow_16,Cross Breed,159,1.6,none,not_in_estrus,0.68,-0.44,-0.08,-2.67,0.03,0.81,6,unhealthy,unhealthy_not_in_estrus
cow_13,Normal Breed,226,0.58,none,not_in_estrus,-0.65,0.4,0.39,-1.63,1.09,-0.92,5,unhealthy,unhealthy_not_in_estrus
cow_4,Normal Breed,551,1.41,none,not_in_estrus,-0.29,0.6,0.33,-0.56,3.56,-2.46,8,healthy,healthy_not_in_estrus
cow_3,Cross Breed,596,0.92,none,not_in_estrus,0.38,0.43,-0.66,0.29,-1.66,-1.83,7,healthy,healthy_not_in_estrus
cow_10,Normal Breed,417,1.19,standing_mount,in_estrus,-0.96,-0.29,1.2,3.61,-3.96,0.98,26,healthy,healthy_in_estrus
cow_20,Normal Breed,521,1.82,none,not_in_estrus,0.04,-0.41,0.37,-0.01,-0.25,3.63,7,healthy,healthy_not_in_estrus
cow_17,Cross Breed,411,2.71,none,not_in_estrus,0.27,-0.78,0.53,0.19,-1.59,1.61,8,unhealthy,unhealthy_not_in_estrus
cow_7,Cross Breed,574,3,none,not_in_estrus,0.86,-0.17,0.42,-1.1,1.24,-0.36,9,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,457,1.82,restless,in_estrus,0.45,-0.42,1.65,4.25,0.98,-1.19,32,healthy,healthy_in_estrus
cow_3,Normal Breed,478,4.41,none,not_in_estrus,-0.67,0.32,0.54,-0.4,1.85,-1.3,8,unhealthy,unhealthy_not_in_estrus
cow_12,Cross Breed,409,3.9,restless,in_estrus,-0.47,-0.74,-1.4,3.8,-5.96,5.47,35,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,262,1.45,bellowing,in_estrus,1.3,0.33,1.18,-8.57,0.22,2.39,23,unhealthy,unhealthy_in_estrus
cow_8,Cross Breed,414,0.93,bellowing,in_estrus,1.96,-0.49,-0.49,1.72,9.42,-0.92,32,healthy,healthy_in_estrus
cow_14,Normal Breed,521,1.63,mounting_others,in_estrus,-1.87,-0.94,1.09,-0.53,-3.5,-4.84,26,healthy,healthy_in_estrus
cow_8,Normal Breed,80,1.53,mounting_others,in_estrus,1.35,2.24,-2.98,5.41,1.56,0.02,36,unhealthy,unhealthy_in_estrus
cow_9,Cross Breed,441,1.49,bellowing,in_estrus,-0.59,0.14,2.7,0.81,-0.28,0.33,26,healthy,healthy_in_estrus
cow_15,Cross Breed,598,3.4,none,not_in_estrus,-0.19,-0.54,0.5,-0.06,0.56,-3.63,9,unhealthy,unhealthy_not_in_estrus
cow_12,Cross Breed,473,3.04,none,not_in_estrus,0.1,-0.69,-0.22,-1.74,1.57,0.09,9,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,444,0.89,restless,in_estrus,1.52,0.19,-0.26,0.32,3.29,4.4,27,healthy,healthy_in_estrus
cow_3,Cross Breed,419,1.73,none,not_in_estrus,0.07,-0.52,-0.3,-1.79,2.07,0.5,6,healthy,healthy_not_in_estrus
cow_11,Normal Breed,394,0.63,bellowing,in_estrus,-1.88,3.71,-0.32,-3.76,7.52,-4.16,33,healthy,healthy_in_estrus
cow_8,Cross Breed,198,0.63,restless,in_estrus,0.02,-0.09,-1.44,0.29,1.45,-1.77,27,unhealthy,unhealthy_in_estrus
cow_2,Normal Breed,449,1.3,none,not_in_estrus,-0.83,-0.44,-0.3,1.5,0.64,-0.7,10,healthy,healthy_not_in_estrus
cow_10,Normal Breed,492,3.33,none,not_in_estrus,0.46,-0.28,0.11,1.82,0.35,0.49,10,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,431,1.27,none,not_in_estrus,0.4,-0.7,0.87,-1.02,-0.6,-1.17,9,healthy,healthy_not_in_estrus
cow_13,Normal Breed,543,0.72,none,not_in_estrus,0.49,0.77,-0.62,0.81,1.96,1.46,9,healthy,healthy_not_in_estrus
cow_1,Cross Breed,521,1.99,standing_mount,in_estrus,2.37,0.17,1.98,-5.28,-2.9,-0.18,29,healthy,healthy_in_estrus
cow_15,Normal Breed,94,1.19,restless,in_estrus,-0.46,2.02,-3.07,0.92,9.76,0.2,38,unhealthy,unhealthy_in_estrus
cow_11,Cross Breed,577,0.88,restless,in_estrus,-1.46,-0.99,2.47,7.52,2.12,-5.94,30,healthy,healthy_in_estrus
cow_1,Cross Breed,452,0.95,none,not_in_estrus,0.02,0.19,0.54,-1.53,0.93,-1.64,6,healthy,healthy_not_in_estrus
cow_15,Normal Breed,302,1.68,none,not_in_estrus,-0.06,0.03,-0.56,0.95,0.93,0.93,9,unhealthy,unhealthy_not_in_estrus
cow_8,Cross Breed,424,1.82,none,not_in_estrus,-0.51,0.33,-0.18,-0.75,0.21,1.24,10,healthy,healthy_not_in_estrus
cow_15,Cross Breed,158,0.54,bellowing,in_estrus,1.53,-2.2,1.14,2.57,3.2,4.73,20,unhealthy,unhealthy_in_estrus
cow_4,Normal Breed,303,1.59,none,not_in_estrus,0.14,-0.42,-0.06,-2.44,3.21,-1.07,5,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,358,2.36,restless,in_estrus,1.52,-4.2,0.26,2.48,8.5,3.03,38,unhealthy,unhealthy_in_estrus
cow_14,Normal Breed,470,1.51,none,not_in_estrus,-0.75,0.5,-0.5,0.08,1.45,0.6,7,healthy,healthy_not_in_estrus
cow_3,Cross Breed,174,1.25,restless,in_estrus,1.1,-0.42,-6.04,0.29,-2.86,0.94,36,unhealthy,unhealthy_in_estrus
cow_2,Cross Breed,475,3.95,none,not_in_estrus,0.68,1.05,-0.49,-0.76,-1.1,-2.63,7,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,463,1.16,restless,in_estrus,1.92,0,-0.01,2.9,-1.33,0.56,38,healthy,healthy_in_estrus
cow_11,Normal Breed,553,0.88,bellowing,in_estrus,1.49,-3.36,-1.69,11.02,-2.92,0.23,20,healthy,healthy_in_estrus
cow_3,Cross Breed,463,1.63,none,not_in_estrus,-0.25,0.08,-0.45,-0.73,0.59,-1.07,7,healthy,healthy_not_in_estrus
cow_17,Cross Breed,404,1.88,none,not_in_estrus,-0.51,-0.04,-0.04,0.72,0.7,-0.08,9,healthy,healthy_not_in_estrus
cow_19,Normal Breed,543,0.59,none,not_in_estrus,-0.11,-0.2,-0.31,-1.43,-1.75,1.8,8,healthy,healthy_not_in_estrus
cow_5,Cross Breed,241,1.11,none,not_in_estrus,-0.97,-0.28,0.47,-0.95,-0.83,0.09,9,unhealthy,unhealthy_not_in_estrus
cow_16,Cross Breed,143,0.97,none,not_in_estrus,0.27,-1.07,0.22,0.79,1.24,2.24,7,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,355,4.09,mounting_others,in_estrus,-3.58,1.21,2.29,0.07,3.29,-0.09,39,unhealthy,unhealthy_in_estrus
cow_7,Cross Breed,246,1.58,none,not_in_estrus,0.03,-1.28,0.36,-0.25,1.14,0.41,10,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,573,3.47,none,not_in_estrus,0.83,0.66,-0.44,-0.89,-1.09,-1.56,8,unhealthy,unhealthy_not_in_estrus
cow_8,Cross Breed,492,3.06,none,not_in_estrus,-0.95,-0.35,-0.75,1.37,0.59,1.86,7,unhealthy,unhealthy_not_in_estrus
cow_11,Normal Breed,437,3.72,none,not_in_estrus,-0.01,-0.87,1.32,0.34,1.21,-1.04,7,unhealthy,unhealthy_not_in_estrus
cow_1,Normal Breed,526,1.25,none,not_in_estrus,0.51,0.17,-0.5,-0.08,-0.85,1.03,5,healthy,healthy_not_in_estrus
cow_9,Cross Breed,385,1.23,bellowing,in_estrus,-0.96,-0.49,1.35,2.07,-4.41,-4.51,26,healthy,healthy_in_estrus
cow_5,Normal Breed,234,1.03,none,not_in_estrus,0.56,-0.23,0.15,-0.61,1.06,0.25,7,unhealthy,unhealthy_not_in_estrus
cow_18,Cross Breed,229,1.47,none,not_in_estrus,0.36,-0.89,-0.19,-3.39,0.42,0.88,5,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,589,3.43,none,not_in_estrus,0.64,0.19,-0.38,-1,0.14,-0.94,5,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,525,1.19,bellowing,in_estrus,1.22,0.74,-0.84,-10.54,-1.9,-2.41,36,healthy,healthy_in_estrus
cow_7,Cross Breed,386,1.3,restless,in_estrus,-2.23,2.44,-0.25,-4.75,1.21,5.65,21,healthy,healthy_in_estrus
cow_1,Normal Breed,231,0.57,bellowing,in_estrus,0.75,0.91,0.49,-3.19,2.18,6.44,23,unhealthy,unhealthy_in_estrus
cow_5,Cross Breed,176,0.61,none,not_in_estrus,0.81,-0.57,-0.42,1.19,-1.49,-1.96,9,unhealthy,unhealthy_not_in_estrus
cow_5,Cross Breed,283,1.45,none,not_in_estrus,0.26,-0.04,0.09,1.09,-2.79,0.7,10,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,547,0.58,none,not_in_estrus,0.27,0.23,0.28,1.57,-2.51,-1.88,5,healthy,healthy_not_in_estrus
